parcel,parcelno,address,city,zip,homestead,justValue,assessedValue,taxableValue
252S21426000002094,,2094 TRADEWINDS CV,MIRAMAR BEACH,32550,,779578,779578,779578
282S21425100000010,,180 LEGION PARK LOOP,MIRAMAR BEACH,32550,,710991,626165,626165
282S21424070000030,,7 BOUGAINVILLEA CT,MIRAMAR BEACH,32550,H,334046,174924,124202
252S21426000002099,,2099 HIDEAWAY CV,MIRAMAR BEACH,32550,,959806,959806,959806
282S21425100000290,,119 LEGION PARK LOOP,MIRAMAR BEACH,32550,H,493655,275165,224443
262S21423000001155,,1155 N TROON DR,MIRAMAR BEACH,32550,,1233103,1154799,1154799
252S21426000002102,,2102 HIDEAWAY CV,MIRAMAR BEACH,32550,,703286,703286,703286
282S21425100000300,,129 LEGION PARK LOOP,MIRAMAR BEACH,32550,,375030,375030,375030
252S21425000001252,,1252 DEERWOOD DR,MIRAMAR BEACH,32550,H,773454,368824,318102
282S21425100000310,,139 LEGION PARK LOOP,MIRAMAR BEACH,32550,,434919,434919,434919
282S21425100000320,,149 LEGION PARK LOOP,MIRAMAR BEACH,32550,,476737,439035,439035
282S21425100000330,,157 LEGION PARK LOOP,MIRAMAR BEACH,32550,H,566255,413329,357607
282S21425000000060,,75 COCO CT,MIRAMAR BEACH,32550,,320876,257667,257667
302S19240000620040,,S EDEN PARK DR,SANTA ROSA BEACH,32459,,14931,14931,14931
282S21424080000060,,108 MANDEVILLA LN,MIRAMAR BEACH,32550,O,302474,152355,101633
292S21420000030100,,,MIRAMAR BEACH,32550,,572,572,572
282S214240200C0040,,374 SOUTH SHORE DR,MIRAMAR BEACH,32550,O,469073,469073,418351
282S21424030000470,,85 ANTILLES CV,MIRAMAR BEACH,32550,O,329616,221576,170854
252S20331900000250,,OLD BLUE MOUNTAIN RD,SANTA ROSA BEACH,32459,,100000,100000,0
282S21424030000400,,88 ANTILLES CV,MIRAMAR BEACH,32550,H,317211,169693,118971
292S21429710000010,,,MIRAMAR BEACH,32550,,391545,391545,391545
282S21425100000110,,106 LEGION PARK LOOP,MIRAMAR BEACH,32550,,707927,628902,628902
282S21424070000020,,9 BOUGAINVILLEA CT,MIRAMAR BEACH,32550,,344746,344746,344746
262S21423000001156,,1156 N TROON DR,MIRAMAR BEACH,32550,H,1118974,1118974,1068252
282S21424080000150,,103 MANDEVILLA LN,MIRAMAR BEACH,32550,H,314896,243380,192658
252S21425000001253,,1253 DEERWOOD DR,MIRAMAR BEACH,32550,H,732493,397353,346631
252S21425000001236,,1236 DEERWOOD DR,MIRAMAR BEACH,32550,H,803837,448694,397972
282S21425100000020,,170 LEGION PARK LOOP,MIRAMAR BEACH,32550,,356010,335411,335411
292S21429710000030,,12469 US HWY 98 W,MIRAMAR BEACH,32550,,1220783,1220783,1220783
252S21426000002103,,2103 HIDEAWAY CV,MIRAMAR BEACH,32550,,916827,916827,916827
282S21424080000070,,98 MANDEVILLA LN,MIRAMAR BEACH,32550,,315439,313555,313555
292S21420000060040,,,MIRAMAR BEACH,32550,,123712,123712,123712
282S214240200B0050,,387 SOUTH SHORE DR,MIRAMAR BEACH,32550,H,436572,362463,311741
252S21425000001225,,1225 DEERWOOD DR,MIRAMAR BEACH,32550,,640967,640967,640967
252S21424000001400,,1400 BAYTOWNE AVE E,MIRAMAR BEACH,32550,H,1109936,555377,504655
282S21424030000460,,97 ANTILLES CV,MIRAMAR BEACH,32550,H,335131,299902,249180
192S18150100004170,,BOONIE LN,VERNON,32462,,6465,6465,6465
252S21425000001235,,1235 DEERWOOD DR,MIRAMAR BEACH,32550,,782460,591269,591269
282S21422800000180,,,MIRAMAR BEACH,32550,,144980,144980,144980
282S214251000000A0,,,MIRAMAR BEACH,32550,,85,85,85
252S21426000002095,,2095 OLDE TOWNE AVE,MIRAMAR BEACH,32550,H,906670,641778,591056
282S21425000000020,,32 COCO CT,MIRAMAR BEACH,32550,,320741,278938,278938
282S21425000000030,,46 COCO CT,MIRAMAR BEACH,32550,O,313750,166801,116079
252S21426000002104,,2104 HIDEAWAY CV,MIRAMAR BEACH,32550,O,772246,483197,432475
282S21425000000040,,60 COCO CT,MIRAMAR BEACH,32550,,300419,300419,300419
272S20332100000303,,138 VOTA LN,SANTA ROSA BEACH,32459,O,187425,75858,20136
282S21425000000050,,74 COCO CT,MIRAMAR BEACH,32550,,312225,235557,235557
282S21424080000200,,43 MANDEVILLA LN,MIRAMAR BEACH,32550,H,333574,333574,282852
272S2033210000030A,,84 VOTA LN,SANTA ROSA BEACH,32459,W,464765,331164,280442
302S19240000340000,,1333 J D MILLER RD,SANTA ROSA BEACH,32459,,20055147,17242870,17242870
252S21426000002096,,2096 OLDE TOWNE AVE,MIRAMAR BEACH,32550,O,736102,700085,649363
252S21425000001233,,1233 DEERWOOD DR,MIRAMAR BEACH,32550,,780468,600086,600086
252S21424000001401,,1401 BAYTOWNE AVE E,MIRAMAR BEACH,32550,H,998740,998740,948018
262S21423000001158,,1158 N TROON DR,MIRAMAR BEACH,32550,H,1086803,662551,611829
282S21424080000080,,88 MANDEVILLA LN,MIRAMAR BEACH,32550,H,299817,152217,0
282S214240200B0060,,407 SOUTH SHORE DR,MIRAMAR BEACH,32550,O,375390,281624,230902
302S19240000620050,,S EDEN PARK DR,SANTA ROSA BEACH,32459,,15720,15720,15720
252S21426000002097,,2097 OLDE TOWNE AVE,MIRAMAR BEACH,32550,W,1523332,1030299,979577
252S21425000001227,,1227 DEERWOOD DR,MIRAMAR BEACH,32550,W,763368,452919,402197
302S21427700000600,,282 ST JOHNS CT,MIRAMAR BEACH,32550,W,572750,248304,197582
252S21425000001232,,1232 DEERWOOD DR,MIRAMAR BEACH,32550,H,782460,375526,319804
262S20332000000350,,,SANTA ROSA BEACH,32459,,293164,293164,0
282S214255000001B0,,213 PONCE DE LEON ST,MIRAMAR BEACH,32550,O,627379,627379,576657
252S21426000002105,,2105 HIDEAWAY CV,MIRAMAR BEACH,32550,,822199,822199,822199
252S21425000001228,,1228 DEERWOOD DR,MIRAMAR BEACH,32550,O,638367,305020,254298
282S21422800000131,,212 PONCE DE LEON ST,MIRAMAR BEACH,32550,O,451758,338335,287613
282S21420000120020,,,MIRAMAR BEACH,32550,,68032,68032,68032
302S19240000050012,,1380 J D MILLER RD,SANTA ROSA BEACH,32459,,240526,121063,121063
302S21422900000100,,50 S HOLIDAY RD,MIRAMAR BEACH,32550,,2317694,1571451,1571451
282S214240200C0060,,406 SOUTH SHORE DR,MIRAMAR BEACH,32550,H,376363,207487,156765
302S21422900000110,,12555 US HWY 98 W,MIRAMAR BEACH,32550,,3352810,2761964,2761964
252S21425000001229,,1229 DEERWOOD DR,MIRAMAR BEACH,32550,H,693614,633064,582342
252S21425000001231,,1231 DEERWOOD DR,MIRAMAR BEACH,32550,H,760993,362279,306557
282S21424030000420,,104 ANTILLES CV,MIRAMAR BEACH,32550,H,356646,313602,262880
262S21423000001159,,1159 N TROON DR,MIRAMAR BEACH,32550,,1958392,1801936,1801936
252S21424000001402,,1402 BAYTOWNE AVE E,MIRAMAR BEACH,32550,,1015477,835340,835340
302S21422900000120,,12605 US HWY 98 W 207,MIRAMAR BEACH,32550,,1768639,1107752,1107752
282S21424080000210,,33 MANDEVILLA LN,MIRAMAR BEACH,32550,,326522,314615,314615
252S21425000001230,,1230 DEERWOOD DR,MIRAMAR BEACH,32550,O,700082,281521,225799
282S214240200B0070,,419 SOUTH SHORE DR,MIRAMAR BEACH,32550,H,376064,292665,241943
282S21424080000140,,52 MANDEVILLA LN,MIRAMAR BEACH,32550,,322533,322533,322533
302S19240000050014,,,SANTA ROSA BEACH,32459,,79800,13358,13358
282S214255000002B0,,223 PONCE DE LEON ST,MIRAMAR BEACH,32550,W,450924,221951,166229
282S21424080000130,,64 MANDEVILLA LN,MIRAMAR BEACH,32550,,329039,317142,0
282S21424030000430,,106 ANTILLES CV,MIRAMAR BEACH,32550,O,384996,183970,133248
302S21422980000204,,12671 US HWY 98 W 204,MIRAMAR BEACH,32550,,543780,325090,325090
282S21424080000120,,76 MANDEVILLA LN,MIRAMAR BEACH,32550,,318785,315556,315556
252S21426000002106,,2106 OLDE TOWNE AVE,MIRAMAR BEACH,32550,,638143,555379,555379
282S21424080000110,,82 MANDEVILLA LN,MIRAMAR BEACH,32550,,297440,297440,297440
282S21424080000100,,84 MANDEVILLA LN,MIRAMAR BEACH,32550,,327701,316055,316055
282S21424080000090,,86 MANDEVILLA LN,MIRAMAR BEACH,32550,,361100,361100,361100
192S18150000070110,,,VERNON,32462,,11382,11382,0
262S21423000001160,,1160 N TROON DR,MIRAMAR BEACH,32550,H,1316105,996180,945458
282S21424030000450,,103 ANTILLES CV,MIRAMAR BEACH,32550,H,401166,317933,78663
282S21424030000440,,105 ANTILLES CV,MIRAMAR BEACH,32550,H,441505,306521,255799
282S214255000003B0,,233 PONCE DE LEON ST,MIRAMAR BEACH,32550,H,417870,217186,166464
252S21424000001403,,1403 BAYTOWNE AVE E,MIRAMAR BEACH,32550,H,1186108,773548,722826
292S21420000030011,,11714 US HWY 98 W,MIRAMAR BEACH,32550,,111720,37687,37687
272S20332100000311,,VOTA LN,SANTA ROSA BEACH,32459,,49500,47324,47324
282S214240200C0070,,432 SOUTH SHORE DR,MIRAMAR BEACH,32550,W,546444,419634,363912
282S214240200B0080,,437 SOUTH SHORE DR,MIRAMAR BEACH,32550,,403047,403047,403047
252S21426000002107,,2107 OLDE TOWNE AVE,MIRAMAR BEACH,32550,,1133349,1133349,1133349
272S20332100000308,,VOTA LN,SANTA ROSA BEACH,32459,,45000,45000,45000
252S21424000001428,,1428 BAYTOWNE CIR E,MIRAMAR BEACH,32550,B,1221826,1221826,1171104
282S214240700000A0,,HIBISCUS LN,MIRAMAR BEACH,32550,,0,0,0
252S20331900000340,,,SANTA ROSA BEACH,32459,,70000,70000,0
272S20332100000309,,85 VOTA LN,SANTA ROSA BEACH,32459,,180168,177717,177717
272S20332100000305,,VOTA LN,SANTA ROSA BEACH,32459,,45000,45000,45000
282S214240800000A0,,MANDEVILLA LN,MIRAMAR BEACH,32550,,0,0,0
272S20332100000304,,902 S CHURCH ST,SANTA ROSA BEACH,32459,W,216128,76285,25563
252S21424000001429,,1429 BAYTOWNE CIR E,MIRAMAR BEACH,32550,H,1451627,1284531,1233809
252S21424000001427,,1427 BAYTOWNE CIR E,MIRAMAR BEACH,32550,O,1165921,573927,473205
282S214255000004B0,,239 PONCE DE LEON ST,MIRAMAR BEACH,32550,,421080,421080,421080
282S214240200A0040,,383 HIDEAWAY BAY DR,MIRAMAR BEACH,32550,H,474610,382112,0
302S21420000050003,,13331 W US HWY 98,MIRAMAR BEACH,32550,,3120780,2611013,2611013
282S214240200A0030,,399 HIDEAWAY BAY DR,MIRAMAR BEACH,32550,,556573,556573,0
282S214240200A0020,,415 HIDEAWAY BAY DR,MIRAMAR BEACH,32550,H,857858,511355,460633
252S20331900000380,,,SANTA ROSA BEACH,32459,,300000,300000,0
302S21420000050000,,,MIRAMAR BEACH,32550,,2463824,2463824,2463824
282S214240200A0010,,431 HIDEAWAY BAY DR,MIRAMAR BEACH,32550,,485854,485854,485854
252S21424000001404,,1404 BAYTOWNE AVE E,MIRAMAR BEACH,32550,,1271438,1271438,1271438
252S21424000001430,,1430 BAYTOWNE CIR E,MIRAMAR BEACH,32550,,1574760,1574760,1574760
252S21426000002108,,2108 OLDE TOWNE AVE,MIRAMAR BEACH,32550,,893674,893674,893674
252S21424000001426,,1426 BAYTOWNE CIR E,MIRAMAR BEACH,32550,H,944760,797434,746712
302S19240000330000,,853 CHAT HOLLY RD,SANTA ROSA BEACH,32459,,760000,760000,760000
302S19240000330011,,893 CHAT HOLLY RD,SANTA ROSA BEACH,32459,O,356749,188223,132501
292S20330000290000,,,SANTA ROSA BEACH,32459,,65000,65000,65000
282S21425400000030,,CREST DR 3,MIRAMAR BEACH,32550,,351750,312688,312688
212S18150000010010,,,VERNON,32462,,410504,305049,0
282S21425400000010,,CREST DR 1,MIRAMAR BEACH,32550,,351750,312688,312688
252S21424000001425,,1425 BAYTOWNE CIR E,MIRAMAR BEACH,32550,,1226941,1011257,1011257
292S214216000A0160,,32 FOREST SHORE DR,MIRAMAR BEACH,32550,,386351,386351,386351
252S21426000002088,,2088 OLDE TOWNE AVE,MIRAMAR BEACH,32550,,870001,867769,867769
252S21426000002109,,2109 OLDE TOWNE AVE,MIRAMAR BEACH,32550,H,645952,356778,306056
302S19240000330010,,969 CHAT HOLLY RD,SANTA ROSA BEACH,32459,,427740,221795,221795
202S19240400020060,,60 CHAT HOLLY RD,SANTA ROSA BEACH,32459,,150362,131274,131274
252S21424000001405,,1405 BAYTOWNE AVE E,MIRAMAR BEACH,32550,H,1399582,824674,773952
292S214216000C0010,,11714 US HWY 98 W,MIRAMAR BEACH,32550,,1677575,558966,558966
302S19240000640110,,1019 CHAT HOLLY RD,SANTA ROSA BEACH,32459,,138514,31328,31328
302S19240000640100,,1055 CHAT HOLLY RD,SANTA ROSA BEACH,32459,,107063,27063,27063
252S21420000050000,,,SANTA ROSA BEACH,32459,,383956,383956,383956
302S19240000640090,,1081 CHAT HOLLY RD,SANTA ROSA BEACH,32459,H,191308,63573,25000
262S214281000000AA,,LAUREL WAY,MIRAMAR BEACH,32550,,0,0,0
292S214216000A0150,,FOREST SHORE DR,MIRAMAR BEACH,32550,,51848,51848,51848
262S214281000000AA,,LAUREL WAY,MIRAMAR BEACH,32550,,0,0,0
282S21422800000132,,140 CREST DR,MIRAMAR BEACH,32550,H,392541,257070,206348
262S21428100001307,,1307 LAUREL WAY,MIRAMAR BEACH,32550,,705618,673789,673789
252S21424000001450,,1450 BAYTOWNE AVE E,MIRAMAR BEACH,32550,,1182344,1090157,1090157
282S214255000005B0,,104 CREST DR,MIRAMAR BEACH,32550,,923802,690480,690480
302S19240000640060,,1119 CHAT HOLLY RD,SANTA ROSA BEACH,32459,,388346,105590,105590
282S214255000006B0,,94 CREST DR,MIRAMAR BEACH,32550,H,821617,425433,374711
262S21428100001308,,1308 LAUREL WAY,MIRAMAR BEACH,32550,,635092,635092,635092
302S19240000640050,,1167 CHAT HOLLY RD,SANTA ROSA BEACH,32459,,106390,30556,30556
262S21428100001309,,1309 LAUREL WAY,MIRAMAR BEACH,32550,,700245,700245,700245
262S20332000000300,,,SANTA ROSA BEACH,32459,,97722,97722,97722
302S19240000640030,,1185 CHAT HOLLY RD,SANTA ROSA BEACH,32459,,254287,171431,171431
262S21428100001306,,1306 LAUREL WAY,MIRAMAR BEACH,32550,,712417,619638,619638
302S19240000640040,,1217 CHAT HOLLY RD,SANTA ROSA BEACH,32459,,153991,40536,40536
302S19240000640020,,1237 CHAT HOLLY RD,SANTA ROSA BEACH,32459,O,105350,18862,0
252S21424000001436,,1436 BAYTOWNE CIR E,MIRAMAR BEACH,32550,,1037819,971511,971511
292S21421650000070,,53 BAYSHORE PINES CT S,MIRAMAR BEACH,32550,H,809269,809269,758547
252S20331900000330,,1985 CHAT HOLLY RD,SANTA ROSA BEACH,32459,,241500,241500,241500
252S21426000002085,,2085 OLDE TOWNE AVE,MIRAMAR BEACH,32550,H,1010821,1010821,960099
292S214216000A0090,,,MIRAMAR BEACH,32550,,102097,97529,97529
262S21428100001301,,1301 LAUREL WAY,MIRAMAR BEACH,32550,,684413,684413,684413
192S19240900000171,,734 CHAT HOLLY RD,SANTA ROSA BEACH,32459,,91750,47344,47344
252S214262000B0070,,148 RIVERCREST CIR,SANTA ROSA BEACH,32459,,88825,71725,71725
252S214262000B0090,,168 RIVERCREST CIR,SANTA ROSA BEACH,32459,,588264,588264,588264
252S21426000002113,,2113 CLIPPER CV,MIRAMAR BEACH,32550,,780120,780120,780120
252S214262000B0080,,158 RIVERCREST CIR,SANTA ROSA BEACH,32459,,650091,650091,650091
282S214201000C0010,,49 BAYSHORE DR,MIRAMAR BEACH,32550,H,679403,438004,382282
192S192413000A0340,,,SANTA ROSA BEACH,32459,,80000,44601,44601
252S214262000A0060,,95 RIVERCREST CIR,SANTA ROSA BEACH,32459,O,368661,198298,147576
252S214260000000E0,,CRYSTAL LAKE DR,MIRAMAR BEACH,32550,,0,0,0
252S21424000001453,,1453 BAYTOWNE AVE E,MIRAMAR BEACH,32550,W,1043298,589760,534038
192S192413000A0350,,1082 CHAT HOLLY RD,SANTA ROSA BEACH,32459,,227334,196776,196776
252S21426000002110,,2110 OLDE TOWNE AVE,MIRAMAR BEACH,32550,H,799160,504877,454155
252S214262000A0150,,179 RIVERCREST CIR,SANTA ROSA BEACH,32459,,353123,353123,353123
252S21424000001424,,1424 BAYTOWNE CIR E,MIRAMAR BEACH,32550,H,928829,473919,423197
252S214262000A0160,,189 RIVERCREST CIR,SANTA ROSA BEACH,32459,,320380,320380,320380
252S20331900000015,,1345 CHAT HOLLY RD,SANTA ROSA BEACH,32459,O,353386,116168,65446
292S214216000A0130,,FOREST SHORE DR,MIRAMAR BEACH,32550,,102096,102096,102096
252S20331900000018,,1371 CHAT HOLLY RD,SANTA ROSA BEACH,32459,,207400,34307,34307
212S20333090000100,,196 WOODLAND BAYOU DR,SANTA ROSA BEACH,32459,,1593356,1564356,1564356
252S214262000A0090,,113 RIVERCREST CIR,SANTA ROSA BEACH,32459,O,473147,279669,228947
252S20331900000012,,1395 CHAT HOLLY RD,SANTA ROSA BEACH,32459,,211127,38408,38408
252S214262000A0170,,195 RIVERCREST CIR,SANTA ROSA BEACH,32459,H,339942,167536,116814
192S18150000070260,,131 BOONIE LN,VERNON,32462,,39649,34733,34733
252S20331900000013,,1373 CHAT HOLLY RD,SANTA ROSA BEACH,32459,,414464,166098,166098
252S214262000A0080,,109 RIVERCREST CIR,SANTA ROSA BEACH,32459,O,339407,214727,164005
292S21420000110021,,,MIRAMAR BEACH,32550,,225000,151800,151800
262S20332000000340,,,SANTA ROSA BEACH,32459,,87949,87949,87949
292S21421650000040,,75 BAYSHORE PINES CT S,MIRAMAR BEACH,32550,H,770546,393254,342532
252S21424000001434,,1434 BAYTOWNE CIR E,MIRAMAR BEACH,32550,,1142902,949552,949552
192S18150100001480,,TWO POST RD,VERNON,32462,,12431,8780,8780
262S21428100001305,,1305 LAUREL WAY,MIRAMAR BEACH,32550,H,710925,708420,657698
282S20334100000100,,157 RIVER CIR,SANTA ROSA BEACH,32459,,776477,609905,609905
192S18150100001640,,161 TWO POST RD,VERNON,32462,,15324,11176,11176
292S214299000000A0,,12340 US HWY 98 W A,MIRAMAR BEACH,32550,,1430130,1394066,1394066
252S21424000001435,,1435 BAYTOWNE CIR E,MIRAMAR BEACH,32550,H,1298527,701351,650629
202S19240400020030,,18 BAY OAK ST,SANTA ROSA BEACH,32459,,83950,45594,45594
292S214216000A0110,,FOREST SHORE DR,MIRAMAR BEACH,32550,,107470,97529,97529
262S214281000000AA,,LAUREL WAY,MIRAMAR BEACH,32550,,0,0,0
292S21421650000050,,BAYSHORE PINES CT S,MIRAMAR BEACH,32550,,187000,187000,187000
252S214262000A0180,,205 RIVERCREST CIR,SANTA ROSA BEACH,32459,,505080,505080,505080
252S21426000002086,,2086 OLDE TOWNE AVE,MIRAMAR BEACH,32550,H,815112,511471,460749
252S21424000001433,,1433 BAYTOWNE CIR E,MIRAMAR BEACH,32550,W,1178082,615183,559461
292S214200000300B0,,11610 US HWY 98 W,MIRAMAR BEACH,32550,,2773145,2143305,2143305
252S20331900000332,,CHAT HOLLEY RD,SANTA ROSA BEACH,32459,,149500,40589,40589
252S214262000B0050,,100 RIVERCREST CIR,SANTA ROSA BEACH,32459,,488222,488222,488222
192S192413000B0010,,17 VIRGO ST,SANTA ROSA BEACH,32459,O,146078,146078,95356
292S21421650000030,,36 BAYSHORE PINES CT S,MIRAMAR BEACH,32550,O,391242,223341,172619
252S214261100A0340,,2041 CRYSTAL LAKE DR,MIRAMAR BEACH,32550,H,760866,742428,691706
292S21427000000110,,467 BAYSHORE DR,MIRAMAR BEACH,32550,W,472013,272180,221458
192S18150000070160,,682 BOONIE LN,VERNON,32462,,55884,51066,51066
222S20331201130160,,38 S 7TH ST,SANTA ROSA BEACH,32459,,51649,51649,51649
292S214293000B0130,,258 PRITCHARD RD,MIRAMAR BEACH,32550,O,555648,268788,218066
292S214232000M0050,,469 FOREST SHORE DR,MIRAMAR BEACH,32550,O,468532,345252,0
222S20331201220130,,,SANTA ROSA BEACH,32459,,87500,73871,73871
222S20331201140090,,31 S 7TH ST,SANTA ROSA BEACH,32459,O,75502,29465,20434
192S192413000A0290,,117 TAURUS DR,SANTA ROSA BEACH,32459,,330873,277647,277647
262S21428110001355,,1355 RAVENS RUN W,MIRAMAR BEACH,32550,,638730,638730,638730
222S20331201230110,,,SANTA ROSA BEACH,32459,,78750,33695,33695
222S20331201190100,,31 12TH ST,SANTA ROSA BEACH,32459,,74040,74040,74040
252S214261100C0150,,2057 CRYSTAL LAKE DR,MIRAMAR BEACH,32550,W,804763,804763,754041
222S20331201230130,,16 S 17TH ST,SANTA ROSA BEACH,32459,O,195923,102799,52077
222S20331201150090,,3254 CHAT HOLLY RD,SANTA ROSA BEACH,32459,O,209403,52087,0
232S20331700000172,,,SANTA ROSA BEACH,32459,,204525,69584,69584
292S214293000B0050,,125 PRITCHARD RD,MIRAMAR BEACH,32550,,401954,308669,308669
192S192413000B0160,,120 TAURUS DR,SANTA ROSA BEACH,32459,,80000,42406,42406
292S21420000010040,,120 DARROW DR,MIRAMAR BEACH,32550,H,429854,235194,184472
292S20330000340000,,,SANTA ROSA BEACH,32459,,65000,65000,65000
222S20331201240110,,15 S 17TH ST,SANTA ROSA BEACH,32459,O,88109,21061,0
192S18150100001120,,LAZY BONE ST,VERNON,32462,,18750,16067,16067
302S214291000B0160,,33 IVORY CT,MIRAMAR BEACH,32550,W,901987,727878,537725
222S20331201200100,,290 CHURCHILL BAYOU RD,SANTA ROSA BEACH,32459,,319826,120882,120882
292S21427000000120,,489 BAYSHORE DR,MIRAMAR BEACH,32550,O,448870,448870,348148
192S19240900000140,,1805 J D MILLER RD,SANTA ROSA BEACH,32459,,83842,71216,71216
222S20331201240130,,14 18TH ST,SANTA ROSA BEACH,32459,,79550,77165,77165
292S214232000L0070,,410 FOREST SHORE DR,MIRAMAR BEACH,32550,W,384932,327387,271665
292S214293000A0010,,42 PRITCHARD RD,MIRAMAR BEACH,32550,H,528459,295468,244746
292S21429500000150,,28 HIDDEN HARBOR LN,MIRAMAR BEACH,32550,H,437458,335312,284590
262S21428110001352,,1352 RAVENS RUN W,MIRAMAR BEACH,32550,,699053,699053,699053
262S21428110001322,,1322 RAVENS RUN E,MIRAMAR BEACH,32550,,728455,728455,728455
222S20331201250110,,9 18TH ST,SANTA ROSA BEACH,32459,,83487,83487,83487
192S19240900000240,,J D MILLER RD,SANTA ROSA BEACH,32459,,75400,61930,61930
252S21424000001459,,1459 BAYTOWNE AVE E,MIRAMAR BEACH,32550,,1446751,1293828,1293828
192S18150100001140,,271 LAZY BONE ST,VERNON,32462,,33750,20658,20658
242S20331860000060,,81 HOLLY PINES CIR,SANTA ROSA BEACH,32459,,117019,69418,69418
292S214213000D0080,,262 N HOLIDAY RD,MIRAMAR BEACH,32550,H,336646,290871,240149
292S21429500000020,,27 HIDDEN HARBOR LN,MIRAMAR BEACH,32550,,443620,443620,443620
292S214232000M0060,,487 FOREST SHORE DR,MIRAMAR BEACH,32550,H,374942,207568,156846
192S19240900000046,,OSPREY LN,SANTA ROSA BEACH,32459,,113050,37747,37747
222S20331201170090,,35 10TH ST,SANTA ROSA BEACH,32459,O,197553,62782,20000
252S21423500000020,,15 BLUE COVE DR,SANTA ROSA BEACH,32459,,6707998,1215364,1215364
192S18150000040000,,7127 BUNKER RD,VERNON,32462,O,234199,58736,44083
252S214262000B0100,,180 RIVERCREST CIR,SANTA ROSA BEACH,32459,,408949,408949,408949
262S20332000000010,,CHAT HOLLY RD,SANTA ROSA BEACH,32459,,180000,118243,0
252S214260000000B0,,2400 CRYSTAL COVE LN,MIRAMAR BEACH,32550,,8583996,6823358,6823358
292S21420000110022,,12432 US HWY 98 W,MIRAMAR BEACH,32550,,512324,512324,512324
252S21426000002084,,2084 OLDE TOWNE AVE,MIRAMAR BEACH,32550,,667312,579802,579802
192S18150100001500,,TWO POST RD,VERNON,32462,,12431,8780,8780
252S21424000001437,,1437 BAYTOWNE CIR E,MIRAMAR BEACH,32550,O,934372,481162,425440
262S20332000000020,,CHAT HOLLY RD,SANTA ROSA BEACH,32459,,180000,118242,0
192S18150100001490,,TWO POST RD,VERNON,32462,,12431,12431,12431
282S214201000B0090,,77 BAYSHORE DR,MIRAMAR BEACH,32550,H,882323,584380,105732
252S21424000001407,,1407 BAYTOWNE AVE E,MIRAMAR BEACH,32550,W,925293,329639,273917
292S21420000110020,,12460 US HWY 98 W,MIRAMAR BEACH,32550,,2173929,1660934,1660934
192S18150100001481,,,VERNON,32462,,11095,7899,7899
252S214262000A0050,,83 RIVERCREST CIR,SANTA ROSA BEACH,32459,O,333181,317680,266958
192S192413000D0150,,1114 CHAT HOLLY RD,SANTA ROSA BEACH,32459,,396870,376333,376333
192S192413100A0020,,34 VIRGO ST,SANTA ROSA BEACH,32459,,191779,144748,144748
192S18150100001470,,TWO POST RD,VERNON,32462,,12431,8780,8780
262S20332000000030,,CHAT HOLLY RD,SANTA ROSA BEACH,32459,,180000,118242,0
282S214201000B0080,,145 BAYSHORE DR,MIRAMAR BEACH,32550,O,719012,719012,668290
192S192413000D0120,,1168 CHAT HOLLY RD,SANTA ROSA BEACH,32459,H,95193,53585,25000
192S18150100001460,,TWO POST RD,VERNON,32462,,12431,8780,8780
292S21421650000090,,BAYSHORE PINES CT S,MIRAMAR BEACH,32550,,170000,164560,164560
292S21420000110009,,,MIRAMAR BEACH,32550,,70567,70567,70567
192S192413000D0110,,1188 CHAT HOLLY RD,SANTA ROSA BEACH,32459,,209382,190601,190601
272S20330000040000,,76 CHURCHILL DR,SANTA ROSA BEACH,32459,,699007,699007,699007
192S18150100001450,,TWO POST RD,VERNON,32462,,12431,8780,8780
292S21420000110015,,12060 US HWY 98 W,MIRAMAR BEACH,32550,,440000,202400,202400
192S192413100B0020,,31 VIRGO ST,SANTA ROSA BEACH,32459,O,299421,182921,132199
262S20332000000040,,CHAT HOLLY RD,SANTA ROSA BEACH,32459,,180000,118242,0
252S21424000001454,,1454 BAYTOWNE AVE E,MIRAMAR BEACH,32550,H,1236111,706788,656066
292S21421650000010,,14 BAYSHORE PINES CT S,MIRAMAR BEACH,32550,O,515600,372031,321309
192S192413000D0090,,1224 CHAT HOLLY RD,SANTA ROSA BEACH,32459,,178591,113875,113875
282S214201000B0070,,167 BAYSHORE DR,MIRAMAR BEACH,32550,H,709554,709554,653832
192S192413000D0080,,1254 CHAT HOLLY RD,SANTA ROSA BEACH,32459,,778216,778216,778216
252S214262000B0120,,224 RIVERCREST CIR,SANTA ROSA BEACH,32459,,336277,336277,336277
252S214261100C0220,,2050 CRYSTAL LAKE DR,MIRAMAR BEACH,32550,,716679,640395,640395
212S2033309000012S,,256 WOODLAND BAYOU DR,SANTA ROSA BEACH,32459,,761574,761574,761574
252S214262000B0170,,16 WATERWOOD CT,SANTA ROSA BEACH,32459,H,361924,180622,129900
192S18150100004110,,56 TWO POST RD,VERNON,32462,,24862,17559,17559
252S214262000B0030,,78 RIVERCREST CIR,SANTA ROSA BEACH,32459,H,525855,496037,445315
282S214201000B0060,,185 BAYSHORE DR,MIRAMAR BEACH,32550,R,653098,253069,197347
192S192413200A0360,,34 PISCES DR,SANTA ROSA BEACH,32459,,471690,471690,471690
192S192413000A0330,,33 TAURUS DR,SANTA ROSA BEACH,32459,,235644,195757,195757
252S214262000B0160,,14 WATERWOOD CT,SANTA ROSA BEACH,32459,H,352018,159932,54210
